inst_id,OC,sido,sgg,openDate,bedCount,instkind,revenue1,salescost1,sga1,salary1,noi1,noe1,interest1,ctax1,profit1,liquidAsset1,quickAsset1,receivableS1,inventoryAsset1,nonCAsset1,tanAsset1,OnonCAsset1,receivableL1,debt1,liquidLiabilities1,shortLoan1,NCLiabilities1,longLoan1,netAsset1,surplus1,revenue2,salescost2,sga2,salary2,noi2,noe2,interest2,ctax2,profit2,liquidAsset2,quickAsset2,receivableS2,inventoryAsset2,nonCAsset2,tanAsset2,OnonCAsset2,receivableL2,debt2,liquidLiabilities2,shortLoan2,NCLiabilities2,longLoan2,netAsset2,surplus2,employee1,employee2,ownerChange
143,open,busan,71,20150102,163,nursing_hospital,6310992576,550507949,5477511358,3556977133,4810272,257312789,251312789,0,30470752,1230211709,1033601119,847459961,196610590,12212749915,12154992794,50010921,0,7495778716,2799552261,1700923037,4696226455,4.40E+09,5947182908,0,5849063999,305938434,5955501335,3797856752,29831061,286259908,226259908,0,-668804617,615315902,589324768,567822520,25991134,12099437515,12073408215,14410000,0,6933192091,1992820733,546700350,4940371358,4.90E+09,5781561326,0,54,54,same
144,open,daejeon,48,20061107,151,nursing_hospital,4864303400,210410492,4351809420,2026782710,69291950,69713374,69112374,57444700,244217364,4347935440,4333035623,402771070,14899817,2302618910,2102793572,199825338,0,4061217029,2200383695,1687416881,1860833334,9.90E+08,2589337321,0,4695528403,216675520,4240156629,1888816750,57429663,31953991,31353991,7810050,256361876,2512343330,2490427355,420980580,21915975,1740905791,1568485791,172420000,0,1908129164,1277295830,9.30E+08,630833334,0,2345119957,0,46,46,change
145,open,gyeongnam,32,20080804,172,hospital,15806789758,1884745792,13380477996,6363400069,67783672,535667631,251712340,0,73682011,3211316609,2942550720,1753750509,174371656,14670638489,14197103423,2.00E+06,0,13152880675,4211829928,1683333334,8941050747,7.00E+09,4729074423,0,16464484050,1805124969,14852795932,7418066156,32624532,277527657,271746312,0,-438339976,3034115228,2865788728,1742664838,168326500,12562146664,12008584850,3.07E+08,0,10940869480,4527907462,1.50E+09,6412962018,5.00E+09,4655392412,0,164,158,same
147,open,gyeonggi,96,20101118,79,nursing_hospital,4876152720,845017989,3594048070,1541308057,84157346,216277784,176166864,0,304966223,1545362015,1501232265,634865120,44129750,5993144115,4471767853,1321376262,0,3112913269,1976137436,1672665000,1136775833,1136775833,4425592861,0,5219541410,896585163,3714802708,1505102513,161973225,134623408,124922593,146669963,488833393,2777675878,2752716078,768553966,24959800,4291303053,3814303053,2.77E+08,0,2745397819,1384138283,1076344442,1361259536,1361259536,4323581112,0,42,42,same
148,open,busan,64,20060901,205,nursing_hospital,22074444856,2299286322,18699221543,13280151683,174577053,1080923960,1050738614,0,169590084,3719642702,3690402659,18600000,29240043,45738313687,45307390187,308021000,0,29593624063,11649657848,1.65E+09,17943966215,16404780678,19864332326,0,14114273223,345039311,13016804703,8178137421,202646137,761957526,638729782,0,193117820,2055276661,1854849293,0,200427368,45746705612,45188428382,326317000,0,26417818053,8902438885,1.65E+09,17515379168,17505379168,21384164220,0,406,268,same
149,open,gyeongbuk,172,20081209,105,nursing_hospital,2505862000,238781085,2227383031,1610142230,30664315,68643213,58393471,718210,1000776,778057419,773894419,0,4163000,3905719128,3817188918,82555000,0,3094612197,2533012197,1644743710,561600000,561600000,1589164350,0,2515554950,257699957,2207580527,1558665260,17605440,76141001,59479414,478630,-8739725,584173632,580242132,560489559,3931500,3523339847,3440334847,79555000,0,2519349905,2519349905,1666838504,0,0,1588163574,0,46,58,same
150,open,choongnam,94,20130826,186,nursing_hospital,5237992090,0,5060655115,2623322811,43303738,65834636,61730290,18939260,135866817,2510609429,2493819051,43775710,16790378,7937685054,7870685054,1.70E+07,0,4079713996,3255314769,1643335007,824399227,0,6368580487,0,4481832700,0,4170616450,2335080779,45984401,76545728,57185457,16604980,264049943,1930380604,1911873874,43760000,18506730,8120770362,8108770362,1.20E+07,0,3818437296,3063310534,1643335007,755126762,0,6232713670,0,52,52,same
152,open,gyeongnam,156,20070914,176,nursing_hospital,6571258948,430375858,5682418044,3510649384,4674245,628824533,214499355,6814740,-172499982,1238752907,1209801580,620224474,25863183,7315148977,7248891128,37206000,0,8677466951,4239987533,1572628538,4437479418,4421411421,-123565067,-123780751,6704711843,425994179,5770900848,3482048271,22202598,465232518,207025888,0,64786896,1195896596,1163398540,538592224,25387186,7280291764,7214352956,37486000,0,8415348725,4101326953,1704780906,4314021772,4297953775,60839635,60623951,73,74,same
153,open,gyeongnam,32,20090915,139,nursing_hospital,3739538160,124560273,3472191830,2357002760,1183205,137378952,128899351,712536,5877774,2958333924,2941566054,2667982277,16767870,2658662606,2646662606,1.20E+07,0,3811639430,1911639430,1554329160,1.90E+09,1.90E+09,1805357100,220922100,3821011720,145137891,3530079722,2444544860,4417623,131396160,118387170,2074189,16741381,2775377513,2761169440,2478613184,14208073,2729101918,2705101918,2.40E+07,0,3705000105,1805000105,1.45E+09,1.90E+09,1.90E+09,1799479326,215044326,77,76,same
154,open,jeonbuk,14,19880709,246,general_hospital,24937652826,2759434565,19365757034,11221603333,1148292387,3260238297,50174481,109027535,591487782,6666428466,6395390010,3175867013,271038456,19091145590,16554045040,143045000,0,16239697460,6366614044,1.50E+09,9873083416,192500000,9517876596,0,23775709051,2498268512,19568814086,11146113720,787215419,2039308230,58463595,80219440,376314202,4519969077,4267318869,2491511973,252650208,18725478397,16047570558,151045000,0,13137197222,4719935558,0,8417261664,2.41E+09,10108250252,0,235,235,same
155,open,gyeonggi,31,20050729,112,nursing_hospital,3727356228,609057643,3087298594,1903763407,7255354,22908869,22685659,886801,14459675,493153108,427804676,0,65348432,2177525614,2176872114,0,0,2670678722,1762973543,1466846904,907705179,0,0,0,3669343091,647855195,2974183562,1890014261,3890358,32419722,24547082,4080,18770890,442442352,417878045,0,24564307,2181325098,2180671598,0,0,2623767450,1735572518,5.00E+08,888194932,0,0,0,50,50,same
156,open,gyeongbuk,58,19880229,79,hospital,10395309068,7651858166,2277098293,0,149939564,522247900,72572683,17253838,76790435,1462809109,1411710944,1276918833,51098165,3705892669,3487931404,19071600,0,3981817497,2855187497,1441580587,1126630000,626630000,1186884281,0,9392555464,7065117786,2072803160,0,16010229,373363398,85107699,106623650,-209342301,1204704597,1153930899,0,50773698,3895417299,3600789832,121921600,0,3784552900,2546292900,1345179006,1238260000,738260000,1315568996,0,90,116,same
159,open,gyeongbuk,113,20120614,371,nursing_hospital,22182833325,0,21149339373,11431230585,159408324,789142893,434378222,44353960,359405423,3379067297,3273840865,2932880403,105226432,20875402338,20671582338,203820000,0,14191230683,11517916228,1.40E+09,2673314455,8.25E+08,10063238952,5794042630,17035303266,0,16457635498,9426268884,235232889,527167016,492448544,35896570,249837071,2465580423,2414473983,1729350229,51106440,22814367039,22111434373,178820000,0,14248205097,7363205097,3512623130,6.89E+09,6.89E+09,11031742365,5794042630,200,200,same
160,open,gyeongnam,156,20080102,184,nursing_hospital,4820682660,273492440,4340858096,2684587544,23999783,166975228,159602262,0,63356679,1165242567,1141298140,0,23944427,7185170208,7165341613,0,0,5375173294,2015173294,1398548025,3.36E+09,3.36E+09,2975239481,0,4230518701,213496407,4394447341,2495426129,14632665,192434876,170428859,0,-555227258,941750008,917136422,0,24613586,7299028539,7252484447,0,0,5328027592,1968027592,1437468981,3.36E+09,3.36E+09,2912750955,0,72,72,same
162,open,gyeongbuk,25,20090220,118,hospital,3181412670,523082496,3177860862,1626052720,157182796,179484467,121356136,0,-541832359,2144308762,2078164257,38002190,0,7238835416,7232909416,0,0,7089935634,2125394457,1391687482,4964541177,4.25E+09,2293208544,26167024,4468021810,678532410,3670165594,2170778341,101710547,112074021,100498219,10077510,98882822,2530173852,2433911120,614493270,62048901,4844458673,4735361171,0,0,4540522032,1091695948,457745056,3448826084,2.73E+09,2834110493,567068973,4,62,change
163,open,gyeonggi,18,20121220,0,clinic,20970835394,11468904553,8325000838,4065724023,102803725,1130640294,352004568,81205325,67888109,8491667516,8117434690,4470385,374232826,4775362350,3345685508,1354400000,0,11529607985,6862113962,1340065172,4667494023,2328724433,1737421881,0,18474101349,9910495688,7294101479,3241632817,88879599,555976895,279073848,201515790,600891096,7117556473,6846458543,10254976,271097930,4417300738,3249642394,1121500000,0,9744442321,5257776809,1345785843,4486665512,2.23E+09,1790414890,0,152,127,same
164, close,jeonbuk,136,20050321,326,nursing_hospital,2179020670,312206615,1507567008,907395730,33436412,208281214,18920952,0,184402245,3535249679,3432644103,3132667033,102605576,16681779738,16651052086,0,0,12496838310,5800803717,1309874205,6696034593,4089146674,7720191107,7720191107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,320,same
166,open,gyeongnam,153,19930525,135,hospital,19820211573,0,19268822664,10170783350,677234658,852105378,71182616,88220540,288297649,7469546939,7247009994,9080400,222536945,6112290857,5670290577,0,0,7832408821,3702887024,1.30E+09,4129521797,1.61E+09,5749428975,0,18019873815,0,17884806691,9343406747,632784272,477447263,91186061,33234030,257170103,7058269302,6857386370,576240245,198781859,7496603455,5928822579,0,0,8851682335,6393012155,4462197593,2458670180,0,5703190422,0,212,204,same
168,open,gyeongbuk,8,20061101,119,nursing_hospital,3032307576,0,2743241790,1850683610,1687838,240125262,53306929,0,50628362,1375235602,1375235602,976488969,0,1797718878,1776203444,10922100,0,2782354225,2782354225,1.19E+09,0,0,390600255,0,2576710770,0,2539010571,1661372460,10116455,172741916,57048366,0,-124925262,1474948014,1474948014,1067153986,0,1792331324,1770815890,10922100,0,2927307445,2927307445,1.21E+09,0,0,339971893,0,48,48,same
169,open,jeonbuk,136,19980525,148,nursing_hospital,4585947110,0,4353536594,2717990950,9520,144772072,144763072,6354962,81293002,886164061,766087411,668817345,9142090,3339274919,3328434919,10840000,0,3120289942,1545289942,1170537499,1.58E+09,1.58E+09,1105149038,1215372032,4489269191,0,4243365969,2611847461,44612307,228450298,136790055,0,62065231,994878709,870155401,619023839,9753288,3266433815,3255593815,10840000,0,3237456488,1642456488,1218987340,1.60E+09,1.60E+09,1023856036,1215372032,84,80,same
170,open,choongbuk,163,20040503,178,hospital,7635033185,1105648415,5025945933,2983431057,56882331,649871226,138719144,390707290,519742652,3749386943,3749386943,563299007,0,17071275951,17007615951,3.30E+07,0,15761771313,4977715873,1.17E+09,10784055440,7909784318,5058891581,4133047781,7152077089,984055067,4341348567,2645334210,34726401,838076990,41054637,99922050,923400816,5566386987,5566386987,593604480,0,6771102543,6035742543,704700000,0,7798340601,712543391,3.00E+06,7085797210,4360620780,4539148929,3613305129,77,57,same
171,open,gyeonggi,27,20120627,110,nursing_hospital,3406805440,101664431,3270737840,1902775696,3731130,34452664,33447044,555943,3125692,1168077112,1031040291,379640537,137036821,2138047001,1380818932,6.15E+08,0,1715081673,1674233326,1147413614,40848347,0,1591042440,0,3717776540,122463478,3498397989,1939870748,12063743,30283190,27160860,8787370,69908256,730020143,657805006,418252464,72215137,2056783657,1417235335,615500000,0,1198887052,1138859425,762047310,60027627,0,1587916748,0,64,60,same
173,open,jeonbuk,147,19960201,174,nursing_hospital,4560950980,0,4476162141,2970504520,4320766,35049996,33765714,0,54059609,595869820,595869820,591287262,0,4017965247,3972170052,3.00E+05,0,3206506157,3206506157,1133738704,0,0,1407328910,0,4947558930,0,4526847413,2686624470,3629941,37342806,35626335,0,386998652,606930006,606930006,597153373,0,3931029297,3882126635,3.00E+05,0,3184690002,3184690002,1085386585,0,0,1353269301,0,113,95,same
175,open,busan,59,19990127,64,traditional_hospital,9229935905,1109103580,7406350689,4253616743,25200082,264227281,158605623,89758880,385695557,1409192294,1336495794,880612042,72696500,7763557968,4966943617,2789370000,0,7384148726,3280446726,1099992882,4103702000,4103702000,1788601536,0,8817827807,842178695,7360184253,3805778255,24658439,274133788,126051602,53098730,312890780,1538305211,1445586651,844117549,92718560,6275802296,5215146579,1050819860,0,6411201528,1696639528,261903015,4714562000,4714562000,1402905979,0,87,88,same
176,open,choongnam,167,20140211,132,nursing_hospital,3636213460,0,3482038513,1501973920,14660591,86467211,79466829,13728780,68639547,2558458257,2484679631,0,73778626,2870205701,2578795301,291410400,0,2427467276,1327467276,1091589060,1.10E+09,1.10E+09,3001196682,0,3498255740,0,3284151744,1440826940,48361247,171601490,63350124,25150200,65713553,1570251790,1541559788,0,28692002,2693610386,2669090386,24520000,0,1331305041,1331305041,1088474640,0,0,2932557135,0,65,65,same
177,open,daejeon,47,19840218,0,clinic,1889868160,112831634,1694669688,1077318381,775718,88591335,44166097,0,-5448779,156429738,136801297,0,19628441,2259644104,2259454904,189200,0,1579396583,1579396583,1078728901,0,0,836677259,0,1554736752,81392482,1501394890,902523373,1667278,99406790,43509776,3212000,-129002132,165019848,135149527,0,29870321,2304934258,2289745058,15189200,0,1627828068,1627828068,1078103331,0,0,842126038,0,35,32,same
178,open,daejeon,47,19780124,69,traditional_hospital,1889868160,112831634,1694669688,1077318381,775718,88591335,44166097,0,-5448779,156429738,136801297,0,19628441,2259644104,2259454904,189200,0,1579396583,1579396583,1078728901,0,0,836677259,0,1554736752,81392482,1501394890,902523373,1667278,99406790,43509776,3212000,-129002132,165019848,135149527,0,29870321,2304934258,2289745058,15189200,0,1627828068,1627828068,1078103331,0,0,842126038,0,35,32,same
179,open,gangwon,2,20050704,27,hospital,6289384698,559995789,5639371892,3534244170,240526050,213741618,86556060,36785553,80015896,2426713126,2411774833,0,14938293,5174547326,4357100946,7500000,0,4155435091,1246455288,1058338645,2908979803,7.50E+08,3445825361,0,6110888930,470661504,5570614879,3577377760,218285119,89604837,67859301,29293779,168999050,2615138960,2558202417,2265906,56936543,5149757803,4317687277,0,0,4201229110,1326449408,1084996577,2874779702,8.70E+08,3563667653,0,87,90,same
180,open,busan,65,20131118,247,nursing_hospital,8724315850,398405019,8130593828,4678699000,10016358,173648621,168267791,0,31684740,1412000458,1387917384,1206012041,24083074,8523803748,8511398994,0,0,8538970386,5505999307,1028816989,3032971079,450220000,1396833820,0,8224437198,422445109,7546143860,4634800661,21813232,157407299,152877289,0,120254162,1700861209,1676107349,1008420652,24753860,8767254407,8644702507,0,0,8465053127,2214993127,1414949186,6250060000,4350060000,2003062489,0,125,125,same
182,open,gyeongnam,101,20110105,164,nursing_hospital,3158287120,0,2871188170,1724611632,42086155,96397714,33367364,13752849,219034542,806415124,806415124,375894504,0,2226761694,1948486577,7.80E+07,0,1486343856,1284381057,1.00E+09,201962799,0,1546832962,0,3021570554,0,2851573317,1732276153,8512397,115799213,33126030,16300,62694121,644727406,644727406,245612720,0,2127562465,2019562465,7.80E+07,0,1444491451,1283115680,1.00E+09,161375771,0,1327798420,0,54,57,same
183,open,gyeongbuk,171,20071210,272,nursing_hospital,7773840222,0,7250000089,3535953490,9130131,145061638,93909038,62786300,325122326,1262179844,1242915553,5316000,19264291,9651415811,9326984694,259520000,0,3601113812,1637753812,1.00E+09,1963360000,1963360000,7312481843,0,8037916238,0,7240013564,3565235640,4937557,151273048,101774070,130207660,521359523,1065771628,1035899305,0,29872323,9649572262,9348268029,261520000,0,3740236153,1682693279,1.00E+09,2057542874,1963360000,6975107737,0,105,113,same
187,open,gyeonggi,96,20091009,445,nursing_hospital,16040269195,997606904,14328146183,8069417765,484055204,317440621,220749130,0,881130691,3089401900,3027247021,2832728154,62154879,12463310279,11653244003,356335670,0,9265153949,2948013092,855582275,6317140857,5428286689,6287558230,0,14062110863,838828791,12498766958,6754447050,1221733729,1414039695,238537265,0,532209148,2587582723,2526790245,2116472880,60792478,13250816463,12494019510,314420670,0,10346971647,3840601623,1087792874,6506370024,5484286689,5491427539,0,170,170,same
189,open,jeonbuk,148,20100611,34,hospital,2415683553,120760393,2143235263,1218134771,3464672,38509826,33048338,0,116642743,719925338,718919338,504706150,1006000,1677205862,1555885862,121320000,0,1012611303,1012611303,815710733,0,0,1384519897,0,2243537133,92498215,2049034500,982007748,42343302,38238823,32998373,0,106108897,625958862,625188062,430269320,770800,1730475480,1621065480,109410000,0,1088542608,1088542608,937215161,0,0,1267891734,0,39,39,same
190,open,choongnam,94,20080129,24,nursing_hospital,2707913302,114450149,2851076112,1632665669,86168978,132403149,124167516,59990,-303907120,1935352281,1917960465,61972724,17391816,2368180138,2297780116,53900000,0,3456400747,1473553080,800628426,1982847667,1982847667,847131672,0,2579446820,109274348,2748336659,1406660465,109810953,116277519,104169621,0,-284630753,1950442315,1928897752,68423742,21544563,2695554655,2626748637,52360000,0,3494958178,1514531130,695128465,1980427048,1980427048,1151038792,0,50,52,same
191,open,gyeongnam,101,19890331,84,nursing_hospital,10647091981,967696076,9770809764,6455269020,207952862,348683260,249921361,54732450,-286876707,3600187215,3501247824,1167730841,98939391,8126053860,6711192556,176054100,0,8178294826,1650788514,8.00E+08,6527506312,5832918511,3547946249,0,11081603006,969602382,9806518426,6476989260,407029861,497179113,278399673,0,215332946,3941833575,3857512750,1113566910,84320825,8259830886,6854712117,176054100,0,8366841505,2198761837,998811991,6168079668,5439140691,3834822956,0,140,138,same
192,open,choongnam,28,20011221,0,traditional_clinic,5961811521,5770950605,0,0,55672361,104120176,0,0,142413101,988933060,958341634,512711425,30591426,2286591951,1921541951,365050000,0,2354158255,1202171111,799675027,1151987144,999345696,921366756,0,6148148498,5860761306,0,0,39511949,81487714,0,0,245411427,1026390091,995930891,445325111,30459200,2175889460,1810839460,365050000,0,2398694011,1231391378,929675027,1167302633,995893096,803585540,0,67,67,same
194,open,busan,67,20110614,115,nursing_hospital,3603244610,97299642,3139340298,1934447480,60351052,212860465,212860463,592260,213502997,1227343466,1217018466,543144174,10325000,9092248465,8024758987,490500000,0,5255032448,1052152711,768340527,4202879737,4202879737,5064559483,0,3586606040,117687279,3187320474,1803387510,29854174,301010806,300773116,0,10441655,1298868300,1287618300,532827704,11250000,9259160924,8270503217,490500000,0,5515384298,1233562243,870354016,4281822055,4281822055,5042644926,0,75,74,same
195,open,daegu,43,20070912,194,hospital,9310168399,1079122076,7674704874,4473314850,9104460,407921278,302674990,0,157524631,978100715,824891075,216851561,153206830,8981910686,8696915686,284995000,0,8182226013,3449793597,7.50E+08,4732432416,4577432416,1777785388,0,7162359833,973033043,6500775721,3618767663,1361057,362180140,271311494,7188440,-679456454,871763398,718541197,563089307,153222201,9093623718,8613913033,479710685,0,8345126359,3347891671,8.00E+08,4997234688,4842234688,1620260757,0,77,79,same
196,open,choongbuk,165,20091223,142,nursing_hospital,4631822341,175420450,4156456673,2431561969,22561949,258121528,254712172,0,64385639,1498535685,1476814458,0,21721227,29860000,0,0,0,8208113025,2941382578,743026885,5266730447,4881730447,-6679717340,0,3501965740,131175767,3570489364,1975525525,445700839,109036198,96722996,0,136965250,928218045,915110234,0,13107811,21240000,0,0,0,6981606119,1660871061,811844698,5320735058,3.80E+09,-6032148074,0,52,52,same
197,open,daegu,43,19990811,33,hospital,5609271774,0,5364238546,3124633000,107551043,70852609,70852609,78658530,203073132,1283350179,1247869687,0,35480492,5569869787,4882944770,686925017,0,2373122234,1273122234,740773419,1.10E+09,0,4480097732,0,5625557316,0,5209122228,3124463121,51913734,33137355,33137355,79265330,355946137,1211745869,1179685645,0,32060224,5699405326,5012480309,686925017,0,2634126595,1375626595,954921539,1258500000,0,4277024600,0,95,97,same
200,open,busan,62,19831207,163,general_hospital,17078280044,13483999574,3740457560,0,619625591,427782338,392064064,0,45666163,2616439890,2473847991,0,142591899,16510214399,16157114449,0,0,15376480280,6265859637,650677694,9110620643,9029963823,3750174009,0,16604170609,13112227920,3638218628,0,576412417,397685953,386333118,0,32450525,2228535993,2106914293,0,121621700,15978576147,15925845297,0,0,14502604294,4806260300,927754670,9696343994,9459726678,3704507846,0,212,212,same
202,open,jeonnam,110,19880618,139,hospital,9212685147,1532127295,7146826322,3647429120,29746681,270744162,216276897,0,292734049,5952626476,5719790010,5136717251,232836466,9304105187,8637023324,1462420,0,16256505507,12866505507,639420000,3.39E+09,2.89E+09,-999773844,0,9752084790,1698987784,7650329812,3962101980,140770053,324465233,234272882,0,219072014,6167035323,5855941182,4916058763,311094141,9022870146,8472243324,5465420,0,16482413362,13092413362,8.37E+08,3.39E+09,2.89E+09,-1292507893,0,125,125,change
203,open,daejeon,50,20061016,163,nursing_hospital,4960650700,378853347,4255827832,2460193400,53356921,236839636,99440356,23212200,119274606,1105781692,1099906152,0,5875540,4707572693,4541294454,1195000,0,3453501302,979476518,632555468,2474024784,1773020000,2359853083,1228047083,4915800180,359558795,4100431553,2365337858,34339304,291923377,78833442,10932420,187293339,1050633643,1044175189,0,6458454,4499197427,4396251874,1195000,0,3309252593,589572331,223836784,2719680262,2122750000,2240578477,1108772477,72,72,same
204,open,gyeongbuk,132,20090701,29,clinic,2544681333,185403666,2162552738,1386496770,37865186,63956411,63351740,0,170633704,1423337612,1097122682,99215878,2893195,1970288849,1901292049,38139000,0,2093003638,1093003638,6.30E+08,1.00E+09,1.00E+09,1300622823,179092584,2441889380,181699815,2031396546,1392106304,59277680,98306927,60969286,0,189763772,1016804504,957102875,89273225,2054789,1959162849,1898410049,29895000,0,1819301704,819301704,6.30E+08,1.00E+09,1.00E+09,1156665649,35135410,20,19,same
205,open,gyeongnam,32,20070822,80,nursing_hospital,1447423370,188587415,1158860847,860773090,24905355,32708225,27284675,9315580,82856658,748620856,744443740,229137320,4177116,1406985935,1323220767,2090000,0,1060627438,851052049,6.25E+08,209575389,209575389,1094979353,237514353,1485573370,173299410,1256575572,930403430,47198680,59905043,59628631,2995410,39996615,640011682,634709312,116044900,5302370,1401737470,1310201110,0,0,1029626457,801670794,6.15E+08,227955663,227955663,1012122695,154657695,32,37,change
208,open,gyeongbuk,95,20031229,63,hospital,5423601276,610814095,4750905704,2489826510,32865748,0,113003550,0,94747225,2534004629,2521630529,4384920,12374100,3321908394,3316388394,5520000,0,4719856486,1978085844,551451415,2741770642,2707261937,1136056537,233564737,5260835477,545785601,4483510776,2356896400,55467932,0,210193986,0,287007032,1810593954,1799857954,0,10736000,3472938146,3472418146,520000,0,4127075811,1257652438,398294315,2869423373,2737997581,1156456289,253964489,60,60,change
209, close,busan,63,19991112,151,hospital,8845472370,0,7958490489,4417377237,1387529100,721898676,508846626,0,1552612305,2496923943,2486976465,1884654612,9947478,9857683648,9790784463,3.50E+07,0,6655088393,2733883891,5.50E+08,3921204502,3921204502,5699519198,0,8826799105,0,8466493782,4278804010,17791653,3044055212,679562919,0,-2665958236,7374078034,7363782196,1097542232,10295838,7828429607,7787346560,0,0,14952433609,10018105859,6.25E+09,4934327750,4922327750,250074032,0,110,110,same
211,open,gyeongnam,174,20121022,62,hospital,6923501908,910927882,5347124884,2327088756,164850301,889853708,269203575,0,-59554265,1624753493,1565268283,1062342033,59485210,9770013636,9348541430,6.20E+07,0,7732424145,609822441,5.00E+08,7122601704,6566494796,3662342984,0,4668442870,680140030,4309589884,2047866940,21817301,287951620,158125701,0,-587421363,831512413,769069305,313264260,62443108,9625376628,9424372478,4.30E+07,0,6734991792,1464061792,5.00E+08,5270930000,5270930000,3721897249,0,89,89,change
214,open,choongnam,73,20050513,18,nursing_hospital,2727724577,119530728,2427895541,1442333855,13319421,126640001,56761694,7367550,59610178,515878027,502621577,480504551,13256450,3452352168,3432352168,2.00E+07,0,1777401255,656386436,478956295,1121014819,9.95E+08,2190828940,182834440,2439490350,110733389,2240253352,1285935675,4713136,77098054,60379363,2227850,13890841,470362319,455148089,447496954,15214230,3585027698,3565027698,2.00E+07,0,1924171255,246698764,0,1677472491,1490267865,2131218762,123224262,37,37,same
215,open,gyeongnam,131,20081024,84,hospital,2200563127,0,2892340566,1515453951,1081106539,663473305,62879559,443270,-274587475,315969802,257859503,0,58110299,6729075072,6682029135,40042000,0,5420903760,1121230154,476740760,4299673606,4.12E+09,1624141114,183334272,2731341817,0,2727490842,1487637570,365206191,363382056,51797142,1860750,3814360,644995931,583350611,0,61645320,2866118689,2829902660,29272000,0,1612386031,549031888,342815020,1063354143,1.02E+09,1898728589,457921747,49,47,same
216,open,gyeongnam,75,20160128,192,nursing_hospital,5797472935,0,5054568500,2611141644,89908565,593037032,184635214,15579654,224196314,2038937929,1813059697,376041841,132791206,5593103769,5475503769,117600000,0,3433619699,947586292,4.60E+08,2486033407,2486033407,4198421999,325640999,3369586780,0,3206743024,1849025470,54961677,116360748,102307837,0,101444685,1004630950,920080950,523125269,84550000,6205033230,6093433230,99600000,0,3235438495,1235438495,5.00E+08,2.00E+09,2.00E+09,3974225685,101444685,88,75,same
217,open,jeonbuk,26,20131202,171,nursing_hospital,4725730450,303701697,4121940036,2432997390,19028897,171270517,109732873,8910060,138937037,1582284364,1506154249,1422268975,76130115,4998707916,4974651916,24056000,0,3547085439,877315366,4.56E+08,2669770073,2504060000,3033906841,720633000,4609725770,306122420,4025566727,2423381962,13522510,205408608,119884500,0,86150525,1397578726,1344591877,1301901015,52986849,5127734719,5101878719,25856000,0,3630343641,766961291,358115085,2863382350,2651780000,2894969804,720633000,95,95,same
218,open,gyeongbuk,8,20141028,168,nursing_hospital,4583728050,0,4283123967,2383593130,21013603,184727441,173869761,19484510,117405735,1166191369,1166191369,0,0,5821804520,5798749520,23055000,0,4195644288,941979660,4.55E+08,3253664628,3242405068,2792351601,0,4045477870,0,3568759573,2097369855,49923028,162001765,152132872,0,364639560,727839528,724159258,0,3680270,4234076072,4211021072,23055000,0,3851402854,1533853698,0,2317549156,2.30E+09,1110512746,0,78,87,same
226,open,gyeongbuk,166,19990127,18,nursing_hospital,3961063760,0,3666161252,2217064014,692310133,75268438,61767433,11105500,900838703,2197992142,2161740308,83720,27554858,4435078996,4129264976,39203000,0,2320962586,588149718,389890526,1732812868,1536560000,4312108552,0,3981152323,0,3943419607,2213635210,410729273,79137174,65136124,466150,368858665,1505429808,1467279872,77930,32380004,4384239508,4198692975,20051000,0,2478399467,675242186,4.50E+08,1803157281,1576560000,3411269849,0,50,49,same
227,open,ulsan,125,20150701,113,nursing_hospital,2750405748,67785247,2679970934,1908687413,33172563,46838096,39330601,23760,-11039726,410557265,390612408,271181283,18038659,2388729410,2283950289,1.00E+08,0,1765105549,738969414,349764087,1026136135,8.90E+08,1034181126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,same
230,open,choongbuk,150,20090902,120,nursing_hospital,5134000459,0,4283434103,2885928460,42996684,893563040,590734083,0,0,2728567927,2515657282,1711342256,166459321,6088826739,5972182739,31405000,0,6416069105,1222089162,325405779,5193979943,3119960000,2401325561,0,5005326364,0,4075798063,2631017560,65487351,795842804,148925084,0,199172848,2572763798,2365414188,1610593687,166125301,6169651679,6050102679,34310000,0,6297134616,1632708912,384835959,4664425704,2882629560,2445280861,0,70,70,same
231,open,daejeon,48,20080822,27,hospital,6549416545,570310920,4979715077,2070088454,669266439,948754222,223312362,99577010,620325755,5617900968,5592937238,694060470,24963730,6100798930,4545533641,530979400,0,7225233016,814203032,306652605,6411029984,3836234327,4493466882,-423766409,5075439045,382770165,4199391515,1586310821,760726321,736492146,195900254,128602480,388909060,3925162187,3885908776,578948903,39253411,5606629657,4828212238,257679400,0,5123895897,1815770113,1526982307,3308125784,1.19E+09,4407895947,110988411,60,49,same
232,open,gyeongbuk,8,20131026,185,nursing_hospital,4587011295,0,4245991101,2123763162,5107832,210109235,147310783,0,136018791,2486338194,2478451984,264400000,7886210,7187599135,7172747581,0,0,6374695832,1934695832,299898094,4.44E+09,3.69E+09,3299241497,2829942793,3496322840,0,3355391755,1940251678,64233178,184502010,176384782,0,20662253,2144437512,2092389091,264400000,52048421,7366810605,7365810605,0,0,6348025411,1908025411,299939256,4.44E+09,3.69E+09,3163222706,2829942793,67,60,same
